emp_no,first_name,last_name,to_date,title
254593,Goa,Morrin,9999-01-01,Senior Staff
254595,Richard,Pulkowski,1994-02-18,Technique Leader
254597,Guttorm,Yurek,1990-09-21,Staff
254598,Divier,Joslin,9999-01-01,Senior Staff
254603,Dannz,Simkin,9999-01-01,Engineer
254612,Aiichiro,Waleschkowski,9999-01-01,Senior Staff
254614,Marjo,Plesums,9999-01-01,Senior Staff
254615,Rayond,Ramaiah,9999-01-01,Senior Engineer
254625,Stevo,Shrader,9999-01-01,Senior Engineer
254628,Gor,Chiola,9999-01-01,Senior Staff
254630,Abdelaziz,Cusworth,9999-01-01,Senior Engineer
254637,Kellyn,Gini,2002-01-07,Staff
254638,Matt,Peres,9999-01-01,Senior Engineer
254645,Alassane,Kirkerud,1993-10-26,Staff
254647,Irene,Muntz,9999-01-01,Senior Staff
254655,Kazuhiko,Waterhouse,9999-01-01,Senior Staff
254663,Bernd,Shackell,9999-01-01,Senior Engineer
254667,Zhiwei,Granlund,1993-11-30,Assistant Engineer
254677,Chaosheng,Candan,1988-06-24,Staff
254679,Zeljko,Suermann,9999-01-01,Senior Staff
254683,Martijn,Giaccio,9999-01-01,Senior Engineer
254694,Jaques,Chinen,9999-01-01,Senior Staff
254698,Piyawadee,Suri,9999-01-01,Senior Engineer
254699,Zsolt,Zumaque,9999-01-01,Senior Engineer
254706,Sedat,Detkin,9999-01-01,Senior Staff
254712,Supot,Speek,9999-01-01,Senior Staff
254713,Hinrich,Sevcikova,9999-01-01,Senior Engineer
254715,Arun,Jumpertz,9999-01-01,Engineer
254721,Lena,Meszaros,9999-01-01,Senior Staff
254725,Kensyu,Pettey,1993-03-07,Engineer
254727,Ramachenga,Range,9999-01-01,Senior Engineer
254729,Berry,Ginesta,9999-01-01,Engineer
254732,Abdelkader,Uludag,9999-01-01,Senior Engineer
254733,Kiyotoshi,Yoshimura,1998-11-07,Senior Staff
254741,Kensei,Lunt,9999-01-01,Senior Engineer
254742,Zijian,Jumpertz,9999-01-01,Senior Engineer
254743,Divier,Hagimont,1986-01-28,Engineer
254745,Susumu,Trachtenberg,9999-01-01,Senior Staff
254746,Charlene,Muchinsky,2002-02-26,Engineer
254749,Dannz,Marshall,9999-01-01,Senior Staff
254758,Premsyl,Bergere,2000-08-28,Senior Staff
254759,Sreekrishna,Talmor,9999-01-01,Senior Engineer
254767,Khosrow,Merro,9999-01-01,Senior Engineer
254768,Kwun,Orsini,9999-01-01,Engineer
254769,Phillip,Laventhal,9999-01-01,Senior Engineer
254772,Jaques,Marrakchi,2000-03-29,Staff
254775,Serenella,Heinisuo,9999-01-01,Senior Staff
254779,Ioana,Wrigley,9999-01-01,Senior Staff
254783,Aris,Yamaashi,1997-09-02,Engineer
254788,Jouko,Merlo,9999-01-01,Senior Staff
254789,Mechthild,Kropp,9999-01-01,Staff
254790,Xiaoshan,Vanwelkenhuysen,1995-02-11,Senior Engineer
254791,Lorien,Pluym,9999-01-01,Senior Engineer
254796,Rosli,Carrera,1997-02-14,Senior Staff
254798,Takanari,Famili,9999-01-01,Senior Staff
254800,Shaowei,Danley,9999-01-01,Senior Staff
254804,Goo,Sambasivam,9999-01-01,Engineer
254806,Heather,Covnot,2001-05-26,Senior Engineer
254808,Along,Schiper,2001-11-06,Engineer
254814,Tsz,Worfolk,9999-01-01,Senior Engineer
254815,Zhaofang,Kornatzky,9999-01-01,Staff
254816,Kotesh,Peternell,1997-10-14,Senior Engineer
254823,Serif,Streit,9999-01-01,Senior Staff
254824,Along,Wossner,9999-01-01,Senior Engineer
254826,Hitomi,Serov,9999-01-01,Senior Engineer
254831,Shan,Huttel,9999-01-01,Senior Engineer
254838,Nevio,Schaft,9999-01-01,Senior Staff
254841,Morris,Kranzdorf,1998-01-05,Senior Staff
254848,Shaw,Juneja,9999-01-01,Assistant Engineer
254850,Huiqun,Masaki,1999-08-16,Senior Engineer
254851,Huiqun,Randi,9999-01-01,Senior Engineer
254856,Miquel,Theuretzbacher,9999-01-01,Engineer
254857,Yuchang,Beerel,1999-05-21,Senior Engineer
254860,Lansing,Docker,1986-04-10,Senior Staff
254861,Alejandro,Yamaashi,9999-01-01,Technique Leader
254863,Bluma,Calkin,9999-01-01,Senior Engineer
254868,Mohammad,Bakhtari,9999-01-01,Senior Engineer
254869,Shaz,Thummel,1989-10-15,Staff
254871,Sverrir,Thiran,9999-01-01,Engineer
254872,Teunis,Backhouse,9999-01-01,Senior Engineer
254874,Raimond,Gewali,9999-01-01,Staff
254880,Tran,Rassart,9999-01-01,Senior Staff
254882,Arunas,Bondorf,9999-01-01,Senior Staff
254883,Boalin,Brattka,9999-01-01,Senior Staff
254885,Eishiro,Mitzlaff,9999-01-01,Engineer
254888,Aluzio,Kinley,9999-01-01,Senior Engineer
254892,Cheong,Milicia,9999-01-01,Senior Engineer
254895,Somnath,Bael,9999-01-01,Engineer
254899,Renee,Cairo,9999-01-01,Technique Leader
254902,Etsuo,Sifakis,9999-01-01,Technique Leader
254904,Jayesh,Montresor,9999-01-01,Senior Staff
254906,Jessie,Baalen,9999-01-01,Senior Engineer
254907,Zhensheng,Boyle,9999-01-01,Senior Staff
254911,Shalesh,Orlowska,9999-01-01,Staff
254917,Arif,Harnett,9999-01-01,Engineer
254923,Doowon,Collavizza,9999-01-01,Senior Engineer
254925,Sukumar,Kobara,9999-01-01,Senior Staff
254927,Kazuhide,Bashian,9999-01-01,Senior Staff
254929,Anestis,Zeilberger,1989-10-17,Technique Leader
254930,Xinyu,Birke,9999-01-01,Staff
254931,Inderjeet,Valette,9999-01-01,Senior Staff
254932,Masato,Cannard,9999-01-01,Senior Staff
254936,Make,Klassen,9999-01-01,Senior Engineer
254944,Aiman,Bottner,9999-01-01,Technique Leader
254950,Sachar,Moffat,9999-01-01,Senior Engineer
254951,DeForest,Randt,9999-01-01,Senior Engineer
254957,Val,Lores,9999-01-01,Engineer
254959,Sukumar,Kitai,9999-01-01,Senior Engineer
254960,Kazuhito,Luby,9999-01-01,Engineer
254963,Neven,Bharadwaj,9999-01-01,Senior Engineer
254965,Ramya,England,9999-01-01,Senior Engineer
254970,Uno,Kossowski,2000-10-04,Engineer
254978,Georgy,Pearson,2000-06-20,Senior Engineer
254985,Maha,Casperson,9999-01-01,Senior Engineer
254995,Mikhail,Norsworthy,1998-04-08,Staff
254999,Dannz,Gide,9999-01-01,Technique Leader
255004,Selwyn,Coorg,9999-01-01,Senior Engineer
255005,Zhonghua,Otillio,9999-01-01,Senior Engineer
255006,Ger,Heyers,1999-08-03,Senior Staff
255007,Vesna,Radhakrishnan,9999-01-01,Senior Engineer
255010,Taiji,Denis,9999-01-01,Engineer
255011,Howell,Gips,9999-01-01,Senior Engineer
255012,Eberhardt,Gischer,9999-01-01,Senior Staff
255013,Valeska,Chandrasekhar,9999-01-01,Senior Staff
255018,Chiradeep,Matzke,9999-01-01,Senior Engineer
255020,Shao,Yetto,9999-01-01,Senior Engineer
255021,Ashish,Crouzet,2000-11-18,Senior Staff
255025,Zhenbing,Rijsenbrij,9999-01-01,Senior Engineer
255030,Genevieve,Kadhim,9999-01-01,Senior Staff
255031,Pranay,Rodite,9999-01-01,Senior Engineer
255035,Reinhold,Erbe,1990-09-27,Senior Staff
255036,Constantino,Barriga,9999-01-01,Senior Staff
255043,Cristinel,Gammage,1998-07-18,Technique Leader
255044,Kwee,Conry,9999-01-01,Staff
255050,Aruna,Sundgren,1996-12-30,Staff
255053,Urs,Bolsens,9999-01-01,Senior Engineer
255055,Masato,Oxman,9999-01-01,Senior Engineer
255057,Ramya,Angel,9999-01-01,Senior Engineer
255059,Tse,Kawashima,9999-01-01,Engineer
255062,Yuriy,Zeidenstein,9999-01-01,Staff
255063,Howell,Edelhoff,1988-02-15,Engineer
255071,Rosalyn,Schwabacher,9999-01-01,Senior Engineer
255075,Cullen,Standera,9999-01-01,Engineer
255083,Chuanti,Brandsma,9999-01-01,Engineer
255087,Gererd,Milicic,2000-12-06,Senior Staff
255092,Jenwei,Sinicrope,9999-01-01,Senior Staff
255094,Chinya,Baaleh,9999-01-01,Senior Staff
255096,Marla,Trogemann,9999-01-01,Engineer
255110,Conor,Cronin,9999-01-01,Senior Staff
255114,Magdalena,Dulay,9999-01-01,Senior Staff
255115,DAIDA,Gulla,9999-01-01,Senior Staff
255116,Breannda,Apsitis,9999-01-01,Senior Engineer
255117,Tamiya,Bouloucos,9999-01-01,Staff
255119,Zejun,Pagter,2001-02-08,Senior Staff
255129,Elvis,Setlzner,9999-01-01,Senior Staff
255130,Mooi,Krupka,1999-11-08,Senior Staff
255132,Yifei,Turnbull,9999-01-01,Senior Staff
255133,Shir,Maraist,9999-01-01,Senior Staff
255134,Yurij,Peir,9999-01-01,Senior Engineer
255139,Moty,Ariola,9999-01-01,Staff
255141,Maja,Paludetto,9999-01-01,Senior Engineer
255143,Jessie,Bierman,9999-01-01,Senior Staff
255144,Pranjal,Perelgut,9999-01-01,Senior Engineer
255146,Hugh,Beznosov,9999-01-01,Senior Engineer
255150,Goncalo,Muhling,9999-01-01,Staff
255151,Rasiah,Reghbati,9999-01-01,Senior Staff
255153,Spyrose,Heemskerk,2001-02-16,Engineer
255154,Susanna,Androutsos,9999-01-01,Engineer
255156,Constantino,Barvinok,9999-01-01,Technique Leader
255157,Saeed,Zlotek,9999-01-01,Assistant Engineer
255158,Piyawadee,Cummings,9999-01-01,Senior Engineer
255160,Boalin,Kaiser,9999-01-01,Senior Engineer
255166,Naraig,Sullins,1995-05-30,Technique Leader
255167,Fox,Douceur,1987-10-10,Staff
255168,Ziva,Ananiadou,9999-01-01,Senior Staff
255170,Marl,Businaro,1998-11-01,Engineer
255171,Chriss,Gist,9999-01-01,Senior Staff
255172,Mani,Rajcani,9999-01-01,Senior Staff
255173,Mara,Schaft,1999-07-29,Senior Staff
255174,Jeanna,Zyda,9999-01-01,Engineer
255175,Remmert,Copas,2000-01-19,Staff
255177,Valeri,Baca,9999-01-01,Senior Engineer
255182,Kendra,Bahk,9999-01-01,Senior Staff
255190,Bernt,Llado,9999-01-01,Engineer
255197,Kshitij,Piancastelli,9999-01-01,Senior Engineer
255201,Ishfaq,Birge,9999-01-01,Staff
255205,Mihalis,Shobatake,9999-01-01,Engineer
255216,Cathie,Improta,9999-01-01,Senior Staff
255220,Kwangsub,Renear,9999-01-01,Senior Staff
255221,Lech,Vandervoorde,2001-04-13,Staff
255225,Jiang,Irland,9999-01-01,Senior Staff
255227,Sven,Budinsky,9999-01-01,Engineer
255228,Takahito,Baranowski,2002-03-18,Senior Staff
255231,Moon,Bahl,9999-01-01,Senior Engineer
255232,Shridhar,Georgakopoulos,9999-01-01,Staff
255234,Susuma,Lorys,9999-01-01,Senior Staff
255242,Doowon,Pelz,9999-01-01,Senior Engineer
255247,Taisook,Seghrouchni,9999-01-01,Senior Staff
255248,Rosita,Pellegrinelli,9999-01-01,Senior Engineer
255251,Aruna,Haldar,9999-01-01,Senior Staff
255256,Saeed,Figueira,1999-06-06,Engineer
255258,Nitsan,Yemenis,9999-01-01,Senior Staff
255260,Krisda,Fendler,1999-09-03,Senior Staff
255262,Huai,Lanphier,9999-01-01,Engineer
255277,Jaihie,Couchot,9999-01-01,Senior Engineer
255278,Xuejun,Candan,9999-01-01,Staff
255279,Radhia,Geffroy,9999-01-01,Engineer
255281,Guttorm,Gist,9999-01-01,Staff
255282,Sumant,Aamodt,9999-01-01,Assistant Engineer
255285,Xudong,Erie,9999-01-01,Senior Staff
255290,Herbert,Potthoff,9999-01-01,Staff
255291,Vesna,England,9999-01-01,Engineer
255293,Magdalena,Kampfer,1995-10-28,Staff
255294,Martial,Llado,9999-01-01,Staff
255308,Francesca,Gronowski,9999-01-01,Staff
255311,Feixiong,Conia,9999-01-01,Senior Staff
255312,Ferdinand,Feinberg,9999-01-01,Staff
255313,Leucio,Suri,9999-01-01,Senior Staff
255316,Atreyi,Marchesini,9999-01-01,Senior Engineer
255317,Nikolaos,Papadias,9999-01-01,Technique Leader
255318,Uma,Thimonier,9999-01-01,Senior Staff
255321,Shen,Walston,1999-12-16,Senior Engineer
255323,Bader,Ferriere,9999-01-01,Engineer
255329,Marsha,Porenta,1992-03-17,Engineer
255331,Abdelaziz,Kroha,9999-01-01,Senior Staff
255332,Bezalel,Maksimenko,9999-01-01,Senior Staff
255335,Seshu,Wilfing,9999-01-01,Staff
255336,Masasuke,Mattern,9999-01-01,Senior Staff
255337,Leon,Raoux,1998-09-04,Engineer
255338,Fei,Veeraraghavan,9999-01-01,Senior Engineer
255339,Leni,Hitomi,9999-01-01,Senior Engineer
255346,Zhonghua,Velardi,1998-11-06,Senior Engineer
255349,Niclas,Niizuma,9999-01-01,Senior Staff
255352,Miomir,Benzaken,2001-12-22,Assistant Engineer
255356,Mohan,Eastman,2001-02-13,Engineer
255357,Siddarth,Clouatre,9999-01-01,Staff
255358,Zine,Piancastelli,9999-01-01,Senior Engineer
255359,Bangqing,Restivo,9999-01-01,Staff
255360,Jackson,Klyachko,1991-06-02,Engineer
255361,Aamer,Spell,9999-01-01,Assistant Engineer
255368,Sanjai,Attimonelli,9999-01-01,Senior Staff
255369,Valeri,Luft,9999-01-01,Senior Staff
255371,Arie,Kalafatis,9999-01-01,Senior Engineer
255373,Sajjad,Hatcliff,1988-11-28,Engineer
255382,Zito,Facello,1999-12-26,Staff
255388,Gad,Kropatsch,9999-01-01,Engineer
255395,Toshimitsu,Rijsenbrij,9999-01-01,Senior Staff
255397,Augustine,Guenter,9999-01-01,Engineer
255400,Alair,Yetto,9999-01-01,Engineer
255403,Yuqun,Goldhammer,9999-01-01,Staff
255405,Vishv,Frijda,9999-01-01,Senior Engineer
255407,Brewster,Strehl,9999-01-01,Senior Engineer
255415,Heejo,Erdi,1999-11-24,Assistant Engineer
255416,Monique,Pelz,1999-01-28,Engineer
255417,Udaiprakash,Zizka,9999-01-01,Engineer
255422,Xinan,Przulj,2002-03-06,Senior Staff
255424,Vishwani,Jenevein,9999-01-01,Senior Engineer
255425,Jaewoo,Jumpertz,9999-01-01,Senior Engineer
255432,Niranjan,Rajaraman,9999-01-01,Senior Engineer
255433,Keiichiro,Bennet,2001-01-31,Senior Engineer
255439,Mohan,Pagter,9999-01-01,Staff
255440,Bodh,Barriga,9999-01-01,Senior Engineer
255443,Jingling,Perko,9999-01-01,Senior Engineer
255444,Luise,Swick,9999-01-01,Senior Engineer
255446,Chinho,Parascandalo,9999-01-01,Senior Engineer
255449,Jaideep,Kaminger,9999-01-01,Senior Staff
255452,Mack,Roison,1999-12-29,Senior Staff
255453,Uriel,Trogemann,9999-01-01,Staff
255456,Aleksandar,Tibblin,9999-01-01,Senior Staff
255458,Abdulah,Shackell,9999-01-01,Senior Engineer
255464,Visit,Kragelund,9999-01-01,Senior Engineer
255467,Hugh,Geffroy,9999-01-01,Senior Staff
255471,Hongzue,Erde,9999-01-01,Staff
255484,Satosi,Swan,9999-01-01,Senior Engineer
255488,Vugranam,Azuma,9999-01-01,Engineer
255496,Hilary,Murtafg,9999-01-01,Senior Staff
255497,Lucian,Thimonier,9999-01-01,Senior Engineer
255498,Mara,Jiafu,9999-01-01,Engineer
255499,Dannz,Engelmann,9999-01-01,Senior Staff
255510,Ute,Denny,9999-01-01,Engineer
255514,Yonghong,Oxenboll,9999-01-01,Senior Staff
255515,Pragnesh,Norsworthy,1999-01-28,Senior Engineer
255517,Niranjan,Schade,9999-01-01,Senior Staff
255519,Randy,Lampe,9999-01-01,Senior Engineer
255522,Rosita,Muhling,9999-01-01,Senior Engineer
255523,Yifei,Denos,9999-01-01,Senior Engineer
255524,Munenori,Androutsos,2001-04-29,Engineer
255528,Saniya,Junet,9999-01-01,Senior Engineer
255532,Pramod,Serov,9999-01-01,Staff
255534,Kauko,Ananiadou,9999-01-01,Senior Staff
255535,Visit,Panwar,9999-01-01,Senior Engineer
255536,Kerryn,Kragelund,9999-01-01,Senior Staff
255546,Froduald,Kroll,9999-01-01,Staff
255550,Urs,Cunliffe,9999-01-01,Engineer
255553,Masato,Pietracaprina,9999-01-01,Senior Staff
255555,Zhongwei,Vernadat,1998-06-06,Engineer
255556,Hironoby,Kavanagh,9999-01-01,Staff
255561,Chiranjit,Albarhamtoshy,9999-01-01,Staff
255568,Quingbo,Eiron,9999-01-01,Technique Leader
255576,Ulises,Albarhamtoshy,9999-01-01,Senior Staff
255579,Baoqiu,Birta,9999-01-01,Senior Engineer
255582,Candida,Montresor,9999-01-01,Senior Engineer
255587,Zine,Heinisuo,9999-01-01,Staff
255590,Yongmin,Kaelbling,1990-10-05,Senior Staff
255592,Jaideep,Bakhtari,9999-01-01,Senior Staff
255598,Bernardo,Bugaenko,9999-01-01,Engineer
255603,Nevio,Taubman,1991-06-21,Senior Engineer
255605,Sven,Krzyzanowski,9999-01-01,Engineer
255606,Elvis,Bonifati,9999-01-01,Senior Staff
255610,Abdulah,Paciorek,9999-01-01,Senior Engineer
255611,Hideyuki,Pell,9999-01-01,Senior Engineer
255612,Kotesh,Bisiani,9999-01-01,Senior Staff
255620,Mani,Tiemann,9999-01-01,Staff
255622,Parto,Zuberek,9999-01-01,Technique Leader
255624,Rafael,Hebden,9999-01-01,Engineer
255626,Boutros,Usdin,9999-01-01,Senior Staff
255627,Giordano,Escriba,9999-01-01,Senior Engineer
255628,Lalit,Danley,9999-01-01,Senior Staff
255630,Kensei,Takkinen,9999-01-01,Senior Staff
255636,Itzchak,Docker,9999-01-01,Senior Staff
255641,Randy,Bahi,9999-01-01,Technique Leader
255646,Lubomir,DeMori,9999-01-01,Senior Engineer
255647,Akemi,Smailagic,9999-01-01,Technique Leader
255648,Angel,Furudate,2001-01-08,Staff
255649,Leah,Ligten,1997-09-14,Senior Engineer
255650,Giri,Glowinski,9999-01-01,Senior Staff
255665,Samphel,Templeman,1998-09-08,Senior Engineer
255667,Ranan,Crooks,9999-01-01,Staff
255668,Lokesh,Pashtan,9999-01-01,Senior Staff
255672,Huiqun,Kamble,9999-01-01,Senior Staff
255673,Yinlin,Crooks,9999-01-01,Engineer
255679,Lansing,Garnick,9999-01-01,Senior Staff
255680,Temple,Preusig,9999-01-01,Senior Engineer
255682,Krister,Andreotta,9999-01-01,Technique Leader
255686,Clyde,Peral,9999-01-01,Senior Engineer
255699,Hauke,Curless,1999-11-10,Engineer
255705,Aimee,Acton,9999-01-01,Engineer
255708,Sanjoy,Porenta,9999-01-01,Senior Engineer
255711,Duangkaew,Erie,9999-01-01,Senior Engineer
255713,Dekang,Nittel,9999-01-01,Senior Staff
255714,Rafail,Botman,9999-01-01,Senior Staff
255715,Weicheng,Molberg,9999-01-01,Senior Staff
255717,Hein,Walstra,9999-01-01,Senior Staff
255722,Atreyi,Grospietsch,9999-01-01,Senior Staff
255725,Constantine,Merro,9999-01-01,Engineer
255728,Anestis,Emmerich,9999-01-01,Staff
255733,Herb,Piazza,9999-01-01,Senior Staff
255734,Valeri,Velasco,1999-08-07,Staff
255741,Jacopo,Terwilliger,9999-01-01,Senior Staff
255743,Miquel,Daescu,2000-05-22,Assistant Engineer
255748,Amalendu,Benner,9999-01-01,Senior Staff
255757,Lalit,Androutsos,9999-01-01,Senior Engineer
255759,Jianwen,Bellone,9999-01-01,Staff
255761,Nahum,Sabnani,9999-01-01,Senior Engineer
255762,Mooi,Openshaw,9999-01-01,Senior Staff
255764,Geoffrey,Miyakawa,9999-01-01,Staff
255768,Yuuichi,Plavsic,9999-01-01,Senior Staff
255769,Panayotis,Vesna,9999-01-01,Senior Staff
255773,Ingemar,Emden,9999-01-01,Senior Staff
255774,Taiji,Lagarias,9999-01-01,Senior Engineer
255777,Jungsoon,Rosti,9999-01-01,Senior Staff
255778,Manton,Rodier,9999-01-01,Senior Engineer
255780,Krassimir,Streng,9999-01-01,Staff
255781,Sanjoy,Coors,9999-01-01,Staff
255790,Hatem,Erbe,9999-01-01,Senior Engineer
255795,Sashi,Godskesen,9999-01-01,Assistant Engineer
255796,Bernardo,Smailagic,9999-01-01,Senior Staff
255797,Arno,Sichman,2000-04-11,Staff
255800,Hugo,Peron,9999-01-01,Senior Staff
255801,Masami,Tetzlaff,1995-07-31,Senior Staff
255803,Taegyun,McClurg,9999-01-01,Staff
255807,Mingzeng,Kleiser,9999-01-01,Senior Staff
255811,Palash,Hanabata,9999-01-01,Senior Staff
255815,Arlette,Jahnichen,1986-01-02,Staff
255828,Akemi,Kilgore,9999-01-01,Senior Engineer
255829,Urs,Segond,9999-01-01,Senior Engineer
255832,Yuping,Dayang,2002-04-26,Engineer
255834,Brendon,Biros,9999-01-01,Technique Leader
255835,Insup,Henders,1992-02-11,Staff
255836,Pranjal,Nollmann,9999-01-01,Technique Leader
255837,Shigeo,Neimat,9999-01-01,Engineer
255839,Xumin,Kobara,9999-01-01,Senior Staff
255844,Vishv,Bamford,1992-02-28,Senior Staff
255848,Guiseppe,Redmiles,9999-01-01,Senior Staff
255852,Vasilii,Rabejac,2000-02-11,Senior Engineer
255858,Monique,Marzano,9999-01-01,Staff
255865,Sachio,Heuser,9999-01-01,Senior Engineer
255875,Mihalis,Pelz,9999-01-01,Senior Engineer
255877,Shao,Spinelli,9999-01-01,Technique Leader
255890,Kensyu,Birke,9999-01-01,Senior Staff
255893,Jordanka,Showalter,9999-01-01,Senior Engineer
255894,Nimmagadda,Stemann,9999-01-01,Senior Staff
255895,Moto,Hennebert,9999-01-01,Senior Engineer
255897,Mark,Khalid,9999-01-01,Senior Staff
255898,Phule,Kropp,9999-01-01,Senior Staff
255902,Elvia,Businaro,9999-01-01,Senior Engineer
255903,Toshimitsu,Junot,9999-01-01,Staff
255908,Ashish,Farris,9999-01-01,Senior Engineer
255911,Bingning,Gladwell,9999-01-01,Senior Engineer
255913,Ibibia,Hofman,9999-01-01,Senior Engineer
255914,Vivian,Hutton,9999-01-01,Senior Staff
255916,Jaber,Vitiello,1994-12-05,Engineer
255917,Gal,Homond,9999-01-01,Senior Engineer
255920,Margareta,Fasbender,1998-05-16,Technique Leader
255925,Gaetan,Berztiss,9999-01-01,Engineer
255928,Tiina,Czaja,9999-01-01,Senior Engineer
255929,Feixiong,Bisiani,2000-02-04,Staff
255933,Cheong,Swen,9999-01-01,Senior Staff
255934,Mantis,Fabrizio,9999-01-01,Senior Staff
255938,Honesty,Schmiedel,9999-01-01,Senior Engineer
255943,Gao,Cummings,9999-01-01,Senior Engineer
255953,Aloke,Rosch,2001-03-25,Staff
255956,Hidde,Morris,2000-07-10,Staff
255959,Naraig,Zlotek,9999-01-01,Engineer
255961,Harngdar,Kopetz,9999-01-01,Senior Staff
255962,Selwyn,Malabarba,9999-01-01,Senior Engineer
255965,Kolar,Cooke,9999-01-01,Engineer
255966,Shay,McFarlin,9999-01-01,Senior Staff
255971,Xianlong,Beilner,9999-01-01,Senior Staff
255975,Menkae,Ravishankar,9999-01-01,Senior Engineer
255980,Lorien,Picel,9999-01-01,Engineer
255983,Adly,Thisen,9999-01-01,Senior Engineer
255984,Stein,Kulisch,9999-01-01,Senior Engineer
255985,Sashi,Duclos,2001-07-07,Engineer
255989,Srinidhi,Couchot,9999-01-01,Senior Engineer
255990,Jaques,Improta,1994-03-31,Assistant Engineer
255991,Sashi,Boreale,9999-01-01,Engineer
255997,Ugo,Cincotta,9999-01-01,Engineer
256001,Achilleas,Luby,9999-01-01,Senior Staff
256012,Shirish,Akazan,9999-01-01,Senior Staff
256013,Visit,Nitto,9999-01-01,Senior Staff
256017,Ramachenga,Bednarek,9999-01-01,Senior Engineer
256028,Barna,Mandell,9999-01-01,Senior Engineer
256029,Mads,Bauknecht,1998-02-12,Engineer
256030,Jianwen,Bruckman,9999-01-01,Senior Engineer
256035,Zeydy,Perna,9999-01-01,Senior Engineer
256041,Yishay,Tomescu,9999-01-01,Senior Engineer
256046,Akemi,Luders,1995-08-21,Engineer
256048,Arra,Kadhim,9999-01-01,Engineer
256049,Make,Picci,9999-01-01,Staff
256052,Mechthild,Taneja,9999-01-01,Senior Staff
256053,Domenick,Kleiser,2000-11-16,Staff
256054,Sanjoy,Mandell,9999-01-01,Senior Staff
256057,Shem,Khamsi,9999-01-01,Senior Staff
256058,Yuriy,Stanger,9999-01-01,Senior Engineer
256059,Jessie,Schaap,9999-01-01,Senior Engineer
256061,Shiv,Karner,9999-01-01,Senior Staff
256064,Sivanarayana,Legleitner,9999-01-01,Staff
256065,Yishay,Savasere,1994-02-09,Engineer
256073,Fumiyo,Birge,1998-11-12,Senior Engineer
256080,Alain,Argence,9999-01-01,Senior Staff
256084,Aruna,Krogh,9999-01-01,Staff
256099,Kersti,Alencar,9999-01-01,Senior Engineer
256101,Ingmar,Hiltgen,9999-01-01,Staff
256105,Deborah,Luce,9999-01-01,Staff
256113,Snehasis,Vecchio,9999-01-01,Senior Engineer
256116,Erzsebet,Walstra,9999-01-01,Senior Engineer
256118,Xumin,Pesch,2001-09-13,Engineer
256119,Xinyu,Smailagic,2002-05-23,Senior Engineer
256121,Katsuyuki,Pollacia,9999-01-01,Senior Staff
256123,Franziska,Rullman,9999-01-01,Technique Leader
256129,Berhard,Baby,1998-01-11,Senior Engineer
256136,Taisook,Olano,9999-01-01,Senior Engineer
256137,Beshir,Kamble,9999-01-01,Staff
256138,Hailing,Hofman,9999-01-01,Senior Engineer
256144,Phuoc,Wrigley,9999-01-01,Senior Staff
256149,Tonia,Hiltgen,9999-01-01,Senior Staff
256160,Dayanand,Soloway,9999-01-01,Senior Staff
256163,Lakshmi,Mamelak,9999-01-01,Senior Staff
256166,Jordanka,Velardi,9999-01-01,Senior Engineer
256167,Mahendra,Kenevan,9999-01-01,Senior Engineer
